,user_name,topic_ID,post_text
13,Tres,470,Any recipes for coconut milk kefir?
0,charlie1,471,"Hi there, I had a food intolerance test last year which told me I had a Candida imbalance and it told me to exclude certain foods from my diet which, I did and I felt much better. I went on and off the diet quite a bit over last year but always found that I felt better when I stuck to it. Every time I did it would always take about 5 days of feeling slightly worse then better which I’m guessing was the die-off reaction happening. Fast-forward to January this year and I took a 500mg capsule of Pau D’Arco which gave me quite a nasty stomach ache after. I’ve been sticking to the diet rigidly since then but have found that I have this very specific gnawing pain/sensation at the top of my stomach which is a similar symptom to a stomach ulcer. This has only been happening since I took the capsule. I have been to-and-fro to the doctors who have kept prescribing stomach acid suppressing drugs which have not worked and actually made things worse at times. After ruling out many other conditions I’m only left with possibility that this could be a new more intense die-off symptom. The only thing is that the stomach pain/discomfort along a bit of fatigue are the only symptoms I’m getting and not the others listed on the website. The stomach pain can be horrendous at times but could this be die-off? Many Thanks in advance!"
1,Latka,471,"Hi! I can’t answer if this is die-off, however one thing struck me as I was reading your post; I’ve read that the toxins from candida often lower stomach acidity. So if you have Candida chances are you aren’t producing enough acid. This might explain why the acid suppressing medication prescribed to you does not help, even makes you feel worse?"
0,mahdama,472,"Hi guys, Are Edamame allowed during stage 2?"
0,kitty,473,"Does anyone have a link or know where I can buy oat bran flour? I’m starting my detox tomorrow which I’ll do for one week, but would like to have everything ready to go for the diet. I have coconut flour, but couldn’t find oat bran flour at whole foods or on the bob’s red mill site."
1,blakek89,473,"Red Bobs Mill Oat Bran Hot Cereal http://www.iherb.com/m/Bob-s-Red-Mill-High-Fiber-Oat-Bran-Hot-Cereal-40-oz-1-13-kg/35589?at=0 You can buy this at whole foods, it isn’t a flour but just a very fine textured oat bran similar to flour. When you mix it Witt the other ingredients you cannot tell"
2,kitty,473,"Thanks, I was looking for flour – that explains it."
3,raster,473,"Similar to oatmeal (FYI)…it isn’t really a flour, but you can bake with it. If you wanted to make the coconut bread, there are other flours that are better in my opinion. -raster"
4,kitty,473,"I’ve not tasted the coconut flour yet and am not familiar with “alternative” flours, but am excited about going gluten free as I think it will help improve my health. Which flours do you like? Can you have oat bran in place of oat meal?"
5,Lauren,473,"I am interested to see everyone else response to this. I feel like I should probably expand the flours I am using.  I use Coconut Flour, Buckwheat, and Almond meal(I try to moderate how much of this I use).  I heard people like Teff.It is a test flour, so I have not tried it yet.  Love, Lauren"
6,raster,473,"I just use buckwheat flour, coconut flour, teff flour and almond flour like lauren mentioned. Oat bran can be used in baking like the other flours and another possibility is using millet. There are gluten free flours you should not have on the diet which include spelt, amaranth, and chickpea flour as well as a few others. The main reason is that they have starch or sugars. -raster"
7,kitty,473,"Thanks so the info guys! “If you wanted to make the coconut bread, there are other flours that are better in my opinion.” Which recipe for the bread do you like Raster? Thanks"
8,tennisgirl,473,"Kitty, I use coconut (online through tropical traditions)and blanched almond (online through honeyville farm). If you do not have Celiac, then other good ones to use is buckwheat, oat and brown rice. Try to buy organic. Also….if you want to follow a gluten free diet, Elana’s pantry and Gluten free Goddess websites. Our family is on gluten free, due to having a daughter with Celiac so have done lots of research on who to follow. Good luck."
9,raster,473,I use the teff/buckwheat/coconut/almond flour recipe underneath the coconut bread recipe post: http://www.thecandidadiet.com/forum/yaf_postst746_Coconut-Flour-Bread.aspx It comes out very similar to regular bread. I used baking soda instead of the traditional baking powder; makes it come out a little different. -raster
10,princeofsin,473,I suggest you check out amazon since it’s pretty cheap there
11,Doggiemama,473,"YES, i bought my Oat bran flour off of Amazon. the brand is HODGSON’S. Did not find it in Bob Red Mills. ONLY the oat bran cereal… http://www.amazon.com/gp/product/B004IN609K/ref=oh_details_o04_s00_i00"
0,Able900,474,"Most enzyme supplements contain two enzymes which are not naturally produced by humans. They’re specifically cellulase and hemicellulase. In theory, it makes sense to assume that a supplement of enzymes such as Candex and Candidase can treat a Candida infestation because the Candida have a wall which contains cellulose and hemicellulose (note the difference in the spelling of cellulose, cellulase, hemicellulose, and hemicellulase). Therefore in theory enzyme supplements can help kill the Candida by digesting their cell walls. On the other hand these enzymes are not specific to Candida walls, and in fact the enzymes will also break down the cellulose and hemicellulose that’s in the foods, such as vegetables that we eat at practically every meal. And the byproduct of the enzymatic breakdown of cellulose and hemicellulose is sugar that feed Candida. Therefore I really don’t think that the enzymes are going to work. All they’ll do is kill some of the Candida while feeding the remainder leading to a rebound. The answer as far as obtaining safe enzymes during your infestation is Swedish Digestive Bitters. Able"
1,Doggiemama,474,Thanks Able for Sharing. You need to post more information like this so i can just read and learn instead of asking questions every time. VERY helpful!!!
2,Javizy,474,"I think you’re supposed to take enzymes on an empty stomach for them to be effective against microbes. Otherwise, like you say, they get caught up in the digestive process. Taking them before bed would probably avoid any issues."
0,Crumbly,475,I just this in my local health food shop and wonder you guys think? http://www.healthwise.ie/dida.html It says ‘may help to avoid discomfort..’ Not very convincing on the pack but it is cinnamon so it’s helping I guess!
1,princeofsin,475,Tried to load the site but it wouldn’t go. I would advise no from what you have described about the product.
2,Positivo,475,Some of the ingredients will feed candida. I wouldnt get it.
3,Able900,475,"Crumbly wrote: I just this in my local health food shop and wonder you guys think? It says ‘may help to avoid discomfort..’ Not very convincing on the pack but it is cinnamon so it’s helping I guess! If gas or bloating is your problem, Betaine Hydrochloride would be a better choice; one pill before each meal."
4,Latka,475,Any recommendations for good betaine hydrochloride? It obviously should not contain additives or fillers. How’s the one by NOW Foods (with pepsin)?
0,mahdama,476,"Hi guys, Just wondering whether polenta is ok on the candida diet? Are plantain fritters ok too (small amounts)? On a side note, what is worse: chroizo or haloumi cheese? Thanks guys."
1,Able900,476,"mahdama wrote: Just wondering whether polenta is ok on the candida diet? Are plantain fritters ok too (small amounts)? On a side note, what is worse: chroizo or haloumi cheese? If polenta is what I think it is; ground cornmeal and possibly other grains, corn and grains and all of their by-products will feed the Candida infestation. Plantains will also feed the critters. Chroizo is basically a pork sausage and haloumi is of course, cheese. Both will prevent a Candida treatment from progressing properly. Your questions are the reason a Candida diet available. Able"
0,Trish,477,"Hi, I recently tested positive for Candida and do not have my follow up with my Dr. until next week. But I was so relieved to be diagnosed I did not want to wait another day to get this under control. So I started the the diet almost week ago but after more research just realized I should not be eating eggs, nuts, chicken, brown rice, brown rice cakes, chick peas, and tomatoes. My question is did the pass few days do nothing and do you have to do the first phase with the detox and liver flush in order to be successfull?  My only symtom from candida is a decended bloated belly, weight gain, berping,and inability to lose weight. I am tiny so the bolated belly was very noticable to me and I kept going to by DR. for test determined for a diagnosis. It took almost 2 years to get an answer.  After my Dr. ran every medical test under the sun he finally did a blood test and can back with positive for Candida. I just feel a lot of the symptoms people have posted are not the same as I have experienced…I hope this blood test is 100% accurate. Any advice will be appreciated…I have a lot of research yet to do and hopefully I can beat this."
1,raster,477,"We have a strict forum diet if you want to email able900 for a copy. Otherwise, its time to begin a new journey to health! -raster"
0,Trish,478,"Hi, Do you have to do the detox in order to be successfull?"
0,Aron,479,"Before discovering I have candida, by far the worse part was the rash on my way upper thigh/genital area. At times it would get very red and start to really hurt, not always but off and on. I would put Desonide lotion on it (a stronger version of hydrocortisone cream from what I hear) on it when I was having trouble concentrating on anything else due to the discomfort. Since I started the cleanse yesterday was the first time it started to hurt that much, so I put the lotion on it for relief. Is it ok to do this while being on the anti-candida diet? Or is there a natural version of this that can do the same? thanks"
1,Able900,479,Aron wrote: so I put the lotion on it for relief. Is it ok to do this while being on the anti-candida diet? Or is there a natural version of this that can do the same? Have you tried Calamine lotion yet? Might be worth a try as it can help to draw out the toxins causing the rash.
2,Aron,479,"Able900 wrote:  Have you tried Calamine lotion yet? Might be worth a try as it can help to draw out the toxins causing the rash. No, but thanks for tip. Haven’t really had the need as since I last put on the desonide lotion it hasn’t been a bother at all, I would say this is because my condition is improving, but this is pretty much how it’s always worked for me…comes and goes."
3,jhvr,479,"Since starting the diet, I’ve had painful acne breakouts. I use coconut oil on my face, and it helps me feel better. Also, I’ve read that castor oil can draw out toxins, so I use it once or twice a day. I’m still having breakouts and pain, though, so maybe they aren’t helping as much as I think. I’m glad the rash got better! I hope it stays away."
4,Aron,479,"jhvr wrote: Since starting the diet, I’ve had painful acne breakouts. I use coconut oil on my face, and it helps me feel better. Also, I’ve read that castor oil can draw out toxins, so I use it once or twice a day. I’m still having breakouts and pain, though, so maybe they aren’t helping as much as I think. I’m glad the rash got better! I hope it stays away. Thanks, but I’m not convinced its really any better. It always comes back and I have no reason to think it won’t now, especially because I don’t really feel any different than I did. Certainly haven’t experienced any huge die-off symptoms like others are talking about. Yes, I was just recently told to try coconut oil."
0,cmoore,480,"Understanding that not all probiotics work the same for everyone, my question is how would you know when trying some out, which one works for you? I guess if you feel some benefit of some kind but its seems imprecise in a way. Try it for …. a week …. a month …. six months to experience at least enough benefit to see if you made the right choice. Some of these are very expensive so… Im just asking. I feel like I have just been guessing with not much impact so far."
1,Able900,480,"cmoore wrote: Understanding that not all probiotics work the same for everyone I’m curious as to where you read that, and exactly what it means. Are you saying that a high quality, high count probiotic will work correctly for some people and not for others?my question is how would you know when trying some out, which one works for you? If you purchase one of the brands mentioned on the Probiotic post it will work for you just like it does everyone else. It just takes different lengths of time for a probiotic to take effect depending on the specific condition of the individual. Able"
2,cmoore,480,Just some things I have read. The ones you list look pretty good. I have also looked at both Three Lac and Symbion and recently found out about something completely new that I never heard of before. http://www.livingstreamsmission.com/products/living-streams-probiotic.html
3,Javizy,480,"This article provides a pretty good overview of probiotic issues. A couple of good snippets:In most situations, probiotic administration results in an increase in fecal counts of bifidobacteria and lactobacilli, a decrease in fecal pH, and a decline in those bacterial enzyme activities that are associated with the development of colon cancer. … Bifidobacterium longum administration (as a pharmaceutical) resulted in higher fecal bifidobacterial and lower clostridial counts, lower fecal pH, and lower fecal ammonia concentrations. They should provide similar benefits for everyone, but how much you notice it will probably depend on the condition of your gut flora. If you’re missing a lot of bacteria, the impact might be more pronounced. It’s also important to take a high dosage. There seems to be a threshold level in most cases, which could be in the hundreds of billions. More strains also offer more benefits. ThreeLac is like a drain with dollar bills running down it. It has three strains and about as many CFUs."
4,Tres,480,"Hi, Prior to beginning anything with the Candidia program I purchased 2 different kinds of probiotics. One is acidophilus Pearls and Dr.Ohhira’s original formula- in this second one I see there is fermented items. I am wondering if it’s alright to take these and then to move onto the ones recommended by Dr. Mercols? I have 2 90 count pearls and 4 60 count Dr.Ohhira’s Thnks Tres"
5,Javizy,480,"I’m not sure what any of those are, but I don’t see a problem in using up whatever probiotics you already have. If you didn’t get the gist of what I was saying, it’s that you should select a probiotic based on two main criteria. 1) How many CFUs (colony forming units) does it have? Anything below 10-15 billion is probably a waste of time. 2) How many strains of bacteria does it have? Again, the more the better with this. I’d set eight as the lower-bound."
0,Doggiemama,481,"Cellulose is an organic compound with the formula (C6H10O5)n, a polysaccharide"
1,Able900,481," Hello, DM.  If you’re talking about the cellulose that’s in our supplement capsules, you can’t avoid this if you’re going to treat the infestation properly since this is the way capsules are made. I’ve probably taken hundreds of these during my treatment and since the cure without a problem. Able"
2,Doggiemama,481,"i asked because every time i take my probiotic. it makes me dizzy all day. if i dont take it, i am not dizzy.. When i take it before going to bed..it seems better."
3,Javizy,481,"It’s food for the gut flora, so it’s nothing to worry about. The reason you feel dizzy is because of the bacteria in the probiotic likely competing with candida and other pathogens in your gut."
4,Doggiemama,481,yeah i thought that too….the other probiotics didnt give me that problem..but they were 10 strains and this is 14 strains.
0,desperately seeking good health,482,"Hi Able, I am allergic to, flax wheat rye barley oat corn rice sesame seed soybean crab gluten oyster sunflower seed nettle cashews cherries blackberries chestnut grape mandarin pine nut pistachio plums buckwheat peanut hazelnut almond orange strawberry apple peacans kiwi melons pineapple walnut peach pear banana mango macadamia nut I am not allergic to brazil nuts, herring, eggs, milk, codfish, shrimp, mussel, tuna, salmon, lobster, halibut, swordfish, trout, and blueberry. However, from that short list, I only eat brazil nuts, eggs and tuna. I eat coconut drop biscuits at breakfast, sometimes tuna or chicken at lunch with a salad including zucchini, cucumbers and green peppers with a dressing of grapeseed oil, lemon juice, salt, pepper, dried oregano, and chopped garlic. My dinner is a meat with another salad or occasionally cooked zucchini or broccoli. That’s about all I eat. I sometimes have pork skins and a flavored seltzer water. I drink water as my beverage and v-8 juice sometimes. I also started marshmallow tea to help with the intestines. I know I have a leaky gut because of all the food allergies and have begun the l-glutamine, however my stomach hurts sometimes after I take it…does that mean it’s working for me or against me? Here are my supplements thorne l-glutamine 1500mg daily ultimate flora critical care 50 billion 1 daily aquaflora x 2 (am almost finished with the bottle and will not replace) now foods epa 1020mg/dha 720mg each eaily herbs of light milk thistle 1500mg daily now foods magnesium citrate 800mg daily now foods d3 5000mg daily source naturals ascorbyl palmitate 2000mg daily now foods quercetin 1500mg daily now foods cranberry concentrate 2100mg daily enzymedica digest spectrum now, can you tell me the brands you recommend I purchase so I don’t get them with ingredients that interfere with the candida killing and my gut healing? This is sooooo confusing for me. I have read not to take probiotics if you have a leaky gut and then I read to take the probiotics to kill the candida first then treat the leaky gut. Help! I know there is no quick fix for the candida or leaky gut but I want to be healthy asap…. Please send me your strict diet and not the one on the website. Is there a website that I can order a test kit to test for Candida that is reliable and affordable? Thank you so much for all your help."
1,Able900,482,"can you tell me the brands you recommend I purchase so I don’t get them with ingredients that interfere with the candida killing and my gut healing?I didn’t have any specific brands during my treatment as I used whatever was available at the time I needed it… as long as it didn’t contain sugar. Just get a decent quality. Ask the clerk in your vitamin store which the best quality brands are that they carry. Tell the clerk you want brands without added flavoring or any form of sugar including Maltodextrin. The clerks are paid to help you with the choices you specify.This is sooooo confusing for me. I have read not to take probiotics if you have a leaky gut and then I read to take the probiotics to kill the candida first then treat the leaky gut. Help! I know there is no quick fix for the candida or leaky gut but I want to be healthy asap….Follow the protocol; I assume you’ve seen it by now? Probiotics are listed as a supplement as you’ll see, and you’ll have to take them eventually no matter what you’ve read, otherwise, you’ll never cure Candida or leaky gut. Able"
2,raster,482,"My favorite brands include solgar, nature’s way, standard process, thorne, pure formulas and integrative thereaputics. Hope this helps! Are you allergic to lamb, buffalo, chicken, or turkey? What is wrong with salads? Can’t you eat veggies? 2 salads per day is pretty good, but I would eat them with more veggies. We can recommend more supplements but you’ve got an OK list to start out with. I would get vitamin C with bioflavanoids, a trace mineral vitamin (calc/magn/zinc), vitamin E, (fermented) cod liver oil (reduces inflammation), and miracle fiber (add it to your breads, yogurts, whatever…great source of inulin). There are some testing kits for candida but they could come up inconclusive. If you experience die-off symptoms, I think this is the best indication to whether you have candida overgrowth or not…nothing else should cause die-off. -raster"
3,desperately seeking good health,482,"raster wrote: My favorite brands include solgar, nature’s way, standard process, thorne, pure formulas and integrative thereaputics. Hope this helps! Are you allergic to lamb, buffalo, chicken, or turkey?no…. What is wrong with salads? Can’t you eat veggies? 2 salads per day is pretty good, but I would eat them with more veggies.I do like salads but all that chewing! haha We can recommend more supplements but you’ve got an OK list to start out with. I would get vitamin C with bioflavanoids,recommend one?a trace mineral vitamin (calc/magn/zinc)I have ordered, vitamin Ehave ordered but not sure if it’s a good one, (fermented) cod liver oil (reduces inflammation)cannot find any cod liver oil that doesn’t contain soy – which I’m allergic to..do you know of any? , and miracle fiber (add it to your breads, yogurts, whatever…great source of inulin).what is this? There are some testing kits for candida but they could come up inconclusive. If you experience die-off symptoms, I think this is the best indication to whether you have candida overgrowth or not…nothing else should cause die-off. -rasterthanks so much Raster…"
4,desperately seeking good health,482,"Able900 wrote:can you tell me the brands you recommend I purchase so I don’t get them with ingredients that interfere with the candida killing and my gut healing?I didn’t have any specific brands during my treatment as I used whatever was available at the time I needed it… as long as it didn’t contain sugar. Just get a decent quality. Ask the clerk in your vitamin store which the best quality brands are that they carry. Tell the clerk you want brands without added flavoring or any form of sugar including Maltodextrin. The clerks are paid to help you with the choices you specify.This is sooooo confusing for me. I have read not to take probiotics if you have a leaky gut and then I read to take the probiotics to kill the candida first then treat the leaky gut. Help! I know there is no quick fix for the candida or leaky gut but I want to be healthy asap….Follow the protocol; I assume you’ve seen it by now? Probiotics are listed as a supplement as you’ll see, and you’ll have to take them eventually no matter what you’ve read, otherwise, you’ll never cure Candida or leaky gut. Able you have mentioned in previous post different things that you might not recognize in supplements that Candida feed on….do you have a list of hidden things to look for that can be counterproductive in the treatment?"
5,Able900,482,"you have mentioned in previous post different things that you might not recognize in supplements that Candida feed on….do you have a list of hidden things to look for that can be counterproductive in the treatment? No, I don’t really have a list. But the main ones to avoid are words that end with tol which are sugar alcohols. Some of the main ones are below. Maltitol  Xylitol  Sorbitol  Lactitol  Mannitol  Erythritol Isomalt Other names to avoid are Sucrose (white sugar), Maltodextrin, and anything that precedes the word “starch” — avoid these if possible. Able"
6,princeofsin,482,"desperately seeking good health wrote: Hi Able, I am allergic to, flax wheat rye barley oat corn rice sesame seed soybean crab gluten oyster sunflower seed nettle cashews cherries blackberries chestnut grape mandarin pine nut pistachio plums buckwheat peanut hazelnut almond orange strawberry apple peacans kiwi melons pineapple walnut peach pear banana mango macadamia nut I am not allergic to brazil nuts, herring, eggs, milk, codfish, shrimp, mussel, tuna, salmon, lobster, halibut, swordfish, trout, and blueberry. However, from that short list, I only eat brazil nuts, eggs and tuna. I eat coconut drop biscuits at breakfast, sometimes tuna or chicken at lunch with a salad including zucchini, cucumbers and green peppers with a dressing of grapeseed oil, lemon juice, salt, pepper, dried oregano, and chopped garlic. My dinner is a meat with another salad or occasionally cooked zucchini or broccoli. That’s about all I eat. I sometimes have pork skins and a flavored seltzer water. I drink water as my beverage and v-8 juice sometimes. I also started marshmallow tea to help with the intestines. I know I have a leaky gut because of all the food allergies and have begun the l-glutamine, however my stomach hurts sometimes after I take it…does that mean it’s working for me or against me? Here are my supplements thorne l-glutamine 1500mg daily ultimate flora critical care 50 billion 1 daily aquaflora x 2 (am almost finished with the bottle and will not replace) now foods epa 1020mg/dha 720mg each eaily herbs of light milk thistle 1500mg daily now foods magnesium citrate 800mg daily now foods d3 5000mg daily source naturals ascorbyl palmitate 2000mg daily now foods quercetin 1500mg daily now foods cranberry concentrate 2100mg daily enzymedica digest spectrum now, can you tell me the brands you recommend I purchase so I don’t get them with ingredients that interfere with the candida killing and my gut healing? This is sooooo confusing for me. I have read not to take probiotics if you have a leaky gut and then I read to take the probiotics to kill the candida first then treat the leaky gut. Help! I know there is no quick fix for the candida or leaky gut but I want to be healthy asap…. Please send me your strict diet and not the one on the website. Is there a website that I can order a test kit to test for Candida that is reliable and affordable? Thank you so much for all your help. Honestly that is WAY TOO MANY supplements. You really don’t need that many and your diet should primarily be leafy greens if you want to see fast results."
7,Javizy,482,"desperately seeking good health wrote: now foods epa 1020mg/dha 720mg each eaily If you want to continue the EPA/DHA, you should take it with saturated fat (coconut oil, duck fat or ghee). You need to stimulate bile production for them to be absorbed or they’ll just slide straight through your intestines. Saturated fat also protects them from peroxidation, something that would ironically make them inflammatory and harmful. The last thing to keep in mind is minimising omega-6s. This should be easy on the diet, since vegetable oils and corn-fed animal products aren’t a part of it, although you might want to go easy on the buckwheat and avoid oat and rice bran. Olive oil is okay, but aim to get most of your calories from saturated fat. This balance of fats also detriments candida."
0,mahdama,483,"Hi guys, How long should i be taking bentonite solution (1 tablespoon twice daily) for? I think its making me constipated, although i am not sure, despite taking a large dose of psyllium husk with it. I am on day 17 of the diet and stage 2 now… Thanks."
1,Able900,483,"mahdama wrote: Hi guys, How long should i be taking bentonite solution (1 tablespoon twice daily) for? I think its making me constipated, although i am not sure, despite taking a large dose of psyllium husk with it. I am on day 17 of the diet and stage 2 now… The instructions tell you to take it during the cleanse, not during the diet. You can stop taking it if you’ve not already done so. Able"
0,desperately seeking good health,484,"I have been suffering from symptoms that no medical Dr. could tell me what were caused from, only that I needed to be on anti-depressants. I refused and began my journey in search of what was wrong in my body. My (gyno) Dr. had me on bio-identical progesterone even though my hormone levels were within normal range. As a result, my GP took me off of it when I began having severe panic attacks as the progesterone has an enzyme in it that will breakdown your serotonin levels (which I did not know). I thought all along that my adrenals were under too much stress. I went to a holistic Dr. who is also a medical Dr. and did a saliva test for adrenals and everything came back normal with the exception of DHEA being a little low. He suggested Candida overgrowth and wanted me to do a $150 blood test to confirm. I do not have the funds to do the test. Went to a health food store and the owner was actually treated by the same Dr. 15 yrs prior. She said this is what he would prescribe…. (3 month program), so I bought it along with Renew Life Ultimate Flora critical care 50 billion. She said I had to take them together to avoid die-off. Can you look at the Aquaflora product and tell me if this is what I need to be taking or if it’s wasted time and money. I also had allergy testing done at my GP and have suddenly developed food allergies to everything. No nuts, except brazil, no grains, can have seafood except for scallops and oysters. no fruits except blueberries. Since the panic attacks in February, I have not been eating anything that I thought would be causing the problems. Then after the allergy testing, I realized I was eating nuts and brown rice and pears or apples almost daily and they were causing problems. I have been on the Aquaflora for 2 weeks and last night felt really bad and anxious at bedtime. Could this be a form of die-off? Is it ok for me to treat my gut with L-Glutamine and quercetin? I have lost alot of weight because I am allergic to everything. I have since found your coconut bread recipe, but I have a sensitivity to eggs. Please tell me if what I’m doing is good, or if I should stop those products and begin anti-fungals. Can I be successful without doing the cleanse. I do not think I can function on the detox. I am starving as it is. Questions Is the Aquaflora good or useless Can I also treat leaky gut with Glutamine & Quercetin while trying to get rid of the candida Can I get rid of the candida without doing the cleanse Should I add anti-fungals Is there a blood test for Candida and should I get tested for it Are these supplements ok to continue d3 5000mg daily vitamin c 2000mg daily epa 1080mg daily dha 720 daily milk thistle 1500mg daily magnesium citrate 800mg daily Aquaflora (for candida)(3 month program) ultimate flora 50 billion probiotic I have ordered digestive enzymes, l-glutamine, cranberry pills (to hopefully keep a bladder infection at bay) and I have pantethine for adrenals but have not started it yet. Sorry to write a book of questions, but I need answers and this forum has so much info and I do not know who to trust anymore when it comes to Dr.’s. thank you."
1,Able900,484,"I bought it along with Renew Life Ultimate Flora critical care 50 billion. Is this your first probiotic? If so, it’s ok as a starter but not strong enough to cure the infestation. You’ll need the DDS-1 form of bacteria in the mixture.Can you look at the Aquaflora product and tell me if this is what I need to be taking or if it’s wasted time and money.Aquaflora contains multiple strains of Candida which means that it’s a homeopathic medicine and therefore is going to take a long time to make a difference in any problem. If she told you that this supplement will help with die-off it simply doesn’t make sense. Homeopathic meds treat ailments with the same bacteria or fungi that are causing the problem; however, die-off is caused by dead Candida, not live fungi. Molybdenum Amino Acid Chelate is a mineral; it’s cheap and available online and in vitamin stores and will do the same thing only much faster. also had allergy testing done at my GP and have suddenly developed food allergies to everything.This is probably because you’ve managed to contract leaky gut syndrome along with the infestation.Since the panic attacks in February, I have not been eating anything that I thought would be causing the problems. Then after the allergy testing, I realized I was eating nuts and brown rice and pears or apples almost daily and they were causing problems. I have been on the Aquaflora for 2 weeks and last night felt really bad and anxious at bedtime. Could this be a form of die-off?Yes.Is it ok for me to treat my gut with L-Glutamine and quercetin?Yes.I have lost alot of weight because I am allergic to everything. I have since found your coconut bread recipe, but I have a sensitivity to eggs.Some people have reported that you can use flax in place of eggs in the recipe.Please tell me if what I’m doing is good, or if I should stop those products and begin anti-fungals. Can I be successful without doing the cleanse.Yes you can.Should I add anti-fungals Read the protocol for this information and more. http://www.thecandidadiet.com/forum/yaf_postst1334_From-Able-and-Raster-The-Protocol.aspxIs there a blood test for Candida and should I get tested for it It sounds to me like you’d be wasting your money since it appears fairly obvious that you do. There may be a question about it without the leaky gut topping everything else off, but that’s the straw that was needed.Are these supplements ok to continue d3 5000mg daily vitamin c 2000mg daily epa 1080mg daily dha 720 daily milk thistle 1500mg daily magnesium citrate 800mg daily Aquaflora (for candida)(3 month program) ultimate flora 50 billion probioticPersonally I’d drop the Aquaflora, but that’s just me.I have ordered digestive enzymes, l-glutamine, cranberry pills (to hopefully keep a bladder infection at bay) and I have pantethine for adrenals but have not started it yet.Sounds good. If you have time, describe all of the foods you’re eating and we’ll have a look. Let us know if you have other questions after reading the Protocol. Able"
2,raster,484,"Hello there, I have never heard of this aquaflora and so had to do some research. It appears that they have a giant product line of probiotics, enzymes, heavy metal detox, etc. The ingredients listed for “high potency 9” product are homeopathic ingredients, so I cannot attest to whether they are effective or not. I haven’t heard anyone on the forum use this product either, but click the “search button” in the upper right hand corner and see if anyone has mentioned it… My question for you is: How much have you improved since you’ve altered your diet and started aquaflora? If not that much, then you might not have a good plan to heal your gut. I have no idea because I don’t know what your plan is of course. Quercetin is a flavanoid and flavanoids have anti-allergy properties. I’ve mentioned bioflavanoids a few times on the forum and feel that they have good properties for fighting candida. I personally just get vitamin C with bioflavanoids, and you can buy flavanoids seperately, so quercetin likely is effective. The cleanse is completely optional and you don’t have to do it. Me and a few other forum members have not done the cleanse and it isn’t required to heal or get better. It just sets up the environment within your body better for recovery but isn’t essential. L-glutamine is effective for sugar related allergies and healing the gut and am taking it myself. What I would do is check out the protocol and don’t worry about the cleanse part if you don’t want to do it: http://www.thecandidadiet.com/forum/yaf_postst1334_From-Able-and-Raster-The-Protocol.aspx As far as supplements, I can give you a big giant list of things you can take, eat, etc. You’ll need some basic trace vitamins, a good probiotic, and some antifungals. Theres a few others but they are all inter-related. We have a strict foods list that you might find beneficial…email able900 for a copy. -raster"
3,desperately seeking good health,484,"Able900 wrote:I bought it along with Renew Life Ultimate Flora critical care 50 billion. Is this your first probiotic?yes it is… If so, it’s ok as a starter but not strong enough to cure the infestation. You’ll need the DDS-1 form of bacteria in the mixture.Can you look at the Aquaflora product and tell me if this is what I need to be taking or if it’s wasted time and money.Aquaflora contains multiple strains of Candida which means that it’s a homeopathic medicine and therefore is going to take a long time to make a difference in any problem. If she told you that this supplement will help with die-off it simply doesn’t make sense. Homeopathic meds treat ailments with the same bacteria or fungi that are causing the problem; however, die-off is caused by dead Candida, not live fungi.she told me I had to take the Aquaflora with a probiotic in order to avoid the die off effects… Molybdenum Amino Acid Chelate is a mineral; it’s cheap and available online and in vitamin stores and will do the same thing only much faster. also had allergy testing done at my GP and have suddenly developed food allergies to everything.This is probably because you’ve managed to contract leaky gut syndrome along with the infestation.Since the panic attacks in February, I have not been eating anything that I thought would be causing the problems. Then after the allergy testing, I realized I was eating nuts and brown rice and pears or apples almost daily and they were causing problems. I have been on the Aquaflora for 2 weeks and last night felt really bad and anxious at bedtime. Could this be a form of die-off?Yes.Is it ok for me to treat my gut with L-Glutamine and quercetin?Yes.I have lost alot of weight because I am allergic to everything. I have since found your coconut bread recipe, but I have a sensitivity to eggs.Some people have reported that you can use flax in place of eggs in the recipe.https://www.thecandidadiet.com/forums/reply/supplements-and-treatment-am-i-on-the-right-track-advise-please-20-69/ I am allergic to flax…..Please tell me if what I’m doing is good, or if I should stop those products and begin anti-fungals. Can I be successful without doing the cleanse.Yes you can.Should I add anti-fungals Read the protocol for this information and more. http://www.thecandidadiet.com/forum/yaf_postst1334_From-Able-and-Raster-The-Protocol.aspxIs there a blood test for Candida and should I get tested for it It sounds to me like you’d be wasting your money since it appears fairly obvious that you do. There may be a question about it without the leaky gut topping everything else off, but that’s the straw that was needed.Are these supplements ok to continue d3 5000mg daily vitamin c 2000mg daily epa 1080mg daily dha 720 daily milk thistle 1500mg daily magnesium citrate 800mg daily Aquaflora (for candida)(3 month program) ultimate flora 50 billion probioticPersonally I’d drop the Aquaflora, but that’s just me.I have ordered digestive enzymes, l-glutamine, cranberry pills (to hopefully keep a bladder infection at bay) and I have pantethine for adrenals but have not started it yet.Sounds good. If you have time, describe all of the foods you’re eating and we’ll have a look.https://www.thecandidadiet.com/forums/reply/supplements-and-treatment-am-i-on-the-right-track-advise-please-20-69/ I will compile the list and send to you….Thank you…. Let us know if you have other questions after reading the Protocol. Able"
